A B A B A B B A
-18.229645 -1.288696 -19.996678 -1.910045 3.075255 -5.488431 2.276902 -19.268029
-18.575903 -0.592816 -18.967949 -1.075261 3.692784 -4.971838 1.503878 -17.359386
-20.160536 -0.457010 -21.745336 -0.362802 5.221124 -4.976727 0.643715 -20.867844
-18.902712 0.159900 -20.883912 -0.000981 4.602836 -4.312387 -0.205624 -18.895198
-19.856396 0.990778 -21.153367 0.526554 4.662643 -4.587892 -0.725707 -17.754244
-20.340991 1.714505 -21.861651 1.871810 6.351095 -3.676901 -1.275488 -18.774771
-18.751227 2.247388 -21.667407 2.082516 6.993909 -3.255303 -1.790481 -18.887851
-18.892448 2.760435 -19.254641 2.752638 6.040477 -2.590330 -2.639507 -18.849863
-17.111568 3.137486 -19.673726 3.411409 8.579895 -2.118093 -3.159754 -18.345060
-18.704727 3.590454 -19.293886 3.959983 6.299753 -1.721158 -3.536590 -17.213915
-18.386643 3.891577 -20.099603 3.604569 9.285965 -0.848756 -3.506720 -17.822019
-17.145204 3.908282 -22.362931 4.470379 7.894805 -0.490706 -4.089981 -16.454559
-16.887263 4.529866 -19.753489 4.336720 9.031394 0.400535 -4.426879 -14.491134
-18.589147 5.164130 -22.402326 4.693639 11.170804 1.124547 -4.796299 -15.513133
-16.860070 5.330408 -20.291528 4.927274 11.667523 1.370618 -5.096531 -16.784445
-17.359067 4.783577 -18.069511 4.860920 11.879235 2.013307 -4.731066 -14.052257
-16.065236 5.338697 -20.865875 5.245608 14.421069 3.036944 -4.311997 -13.400607
-17.403240 5.060218 -18.726213 5.029396 13.835524 3.589338 -4.868024 -14.755096
-18.408166 4.548100 -18.625850 4.773970 14.015284 3.674518 -5.197752 -13.528552
-16.132327 3.971826 -20.040809 4.947181 13.801592 4.079507 -4.646567 -12.544969
-14.782945 3.513137 -18.532595 4.269651 14.851282 4.750277 -3.988382 -14.616081
-16.501743 2.881610 -16.327484 4.198744 14.613041 4.288604 -4.022472 -14.972172
-14.069004 2.413544 -19.281173 3.829337 14.583101 5.315309 -3.257990 -11.880601
-13.879748 2.009006 -16.222898 3.112273 16.273656 4.791368 -2.623349 -12.158771
-13.411555 1.049930 -16.268199 2.710373 15.007467 4.834962 -2.145861 -10.891629
-13.966222 0.639909 -15.647433 2.800518 16.323319 4.671876 -2.047597 -10.273746
-12.877915 -0.158514 -15.698192 1.856651 16.419912 4.144314 -1.207312 -11.010124
-11.885271 -0.368339 -17.835522 1.143753 16.141841 4.109490 -0.301246 -8.061011
-12.702899 -1.430774 -16.593175 0.859942 16.620675 3.701724 0.613844 -9.385331
-9.673084 -2.166732 -15.953585 0.166758 18.040945 3.104310 1.258822 -8.292486
-10.856868 -2.391829 -16.247636 -0.796509 18.300278 2.675258 1.785779 -6.669530
-10.722751 -3.244925 -15.192920 -1.110013 18.085478 1.943188 2.431315 -6.146124
-11.613865 -3.414624 -14.142426 -1.900077 16.552531 1.287167 2.687978 -6.521309
-8.818197 -3.820383 -15.371611 -2.138913 19.352560 1.015897 3.405162 -6.801501
-8.204226 -4.692297 -13.182534 -3.375473 19.160032 0.449704 4.072282 -5.833399
-8.003457 -4.502240 -12.892588 -2.951139 19.023013 -0.801943 4.291121 -6.056071
-7.079584 -5.211472 -11.518630 -4.052319 18.489878 -1.291009 4.864302 -4.722128
-5.722708 -5.097626 -14.060399 -4.753653 19.130027 -1.602058 5.041344 -3.923902
-5.764631 -5.515867 -12.279436 -4.376169 20.403991 -2.581558 5.356760 -3.327587
-5.395272 -4.913617 -11.106548 -4.874603 21.446039 -2.978055 4.948591 -2.974409
-3.601483 -4.752083 -9.713914 -5.346514 20.174484 -3.124588 4.926461 -1.846455
-3.645982 -4.591481 -9.999621 -4.950522 21.507273 -4.225531 5.269780 -2.194863
-3.161068 -4.595534 -7.587830 -4.859328 19.697906 -4.469605 5.123464 -0.799869
-3.159928 -3.923653 -9.204220 -4.977695 18.938164 -4.617053 5.228689 -0.969546
-3.473982 -3.624563 -10.483337 -5.453794 20.581674 -4.614209 4.391618 -0.026851
-1.455320 -3.076792 -7.640786 -4.319549 20.167383 -5.127362 4.079398 1.331862
-0.683898 -2.139256 -7.715953 -4.697437 20.395022 -4.931539 3.604614 2.250777
-1.507421 -1.636110 -4.964238 -4.264873 20.380330 -4.627326 2.730684 2.435230
0.248314 -1.492514 -6.444368 -4.048844 19.902066 -4.660467 2.481763 3.589948
-0.138403 -0.660032 -4.818636 -3.565480 19.089133 -4.445097 1.883520 2.823143
1.792210 -0.169103 -4.903847 -3.204589 19.298800 -3.771507 1.427444 2.059339
1.634539 0.920504 -3.307639 -2.595352 19.456147 -3.040086 0.547585 4.717321
3.725406 1.235267 -4.651913 -2.080935 19.860710 -2.823788 0.231251 6.117650
2.850155 1.409904 -4.124275 -1.334674 19.875219 -2.615685 -0.846703 6.812403
2.856925 2.632350 -2.712841 -0.629006 17.615943 -2.232156 -0.912023 6.972093
3.191979 2.853907 -2.790198 -0.552879 19.590618 -1.126266 -2.220446 7.317215
4.180114 3.090766 -0.589070 0.546142 18.209542 -0.747016 -2.620908 7.492098
4.276442 3.951826 -2.144963 1.372694 16.910857 -0.413728 -3.242634 7.422758
6.689883 4.010719 -0.801114 1.662779 18.258159 0.701708 -3.575234 10.460871
6.929381 4.648471 0.626689 2.186429 15.215350 1.315050 -4.014735 11.072724
7.241200 4.517909 1.508531 2.678666 18.983864 1.704506 -4.470496 11.050145
6.445114 5.203463 3.071158 3.139380 16.805675 2.633442 -4.906988 10.826528
8.266343 4.924078 3.658900 3.846229 14.860177 3.121909 -5.285296 10.938786
8.932384 5.133938 3.091666 4.505908 13.546099 3.947899 -4.870302 11.806316
8.420139 4.639711 3.365295 4.587128 14.834544 4.139513 -5.047394 13.987218
9.558977 4.602925 4.752211 5.114094 15.334989 4.250453 -5.167012 12.513060
10.591411 4.474118 5.133307 5.476497 17.643763 4.735653 -5.115637 13.192448
10.486149 3.973920 5.982052 5.514068 14.447117 4.570629 -4.559937 11.918025
10.395788 4.047680 4.866850 4.878943 12.791302 4.651265 -4.230121 14.526067
13.362894 2.741746 8.339200 5.074857 12.923328 4.421356 -4.016892 14.989500
14.359591 2.562574 7.156609 5.156438 14.515787 4.923264 -4.063059 15.372203
15.232555 2.041945 8.280718 4.822983 11.180555 4.710544 -3.067764 17.111583
13.742817 0.965929 8.695297 4.634604 9.710590 3.885637 -2.799922 14.401734
15.339982 0.223474 9.765294 4.684833 11.005977 3.123136 -2.324016 15.942696
16.004443 -0.175751 7.817645 3.920450 10.919449 3.659955 -1.603715 16.141116
14.946571 -0.636113 11.286129 3.980078 11.673182 2.590680 -0.582233 17.951038
15.079036 -1.191570 10.031665 3.213623 9.099980 2.380449 -0.512951 16.374959
14.692533 -1.678472 11.127060 2.624133 9.597266 1.735019 0.518087 18.062630
15.466260 -2.264704 10.431177 2.005159 9.568545 1.388315 0.936811 15.717263
16.645406 -3.152495 11.922834 1.414937 9.156201 0.289447 1.726742 17.515701
17.361986 -3.406377 13.880202 0.966005 8.460604 0.081125 2.226106 17.561219
17.077538 -4.267024 12.999580 0.538501 6.987009 -1.162973 2.871308 19.825487
17.668649 -4.839728 14.805624 -0.068677 6.626381 -1.637306 3.707340 17.955830
16.563458 -4.587026 13.402114 -0.549049 4.287871 -2.054189 3.835482 18.745914
18.885070 -5.017142 14.076142 -1.224282 2.267781 -2.809056 4.356965 20.272236
17.828428 -5.003095 16.609775 -2.186386 4.866083 -3.122175 4.536242 19.841254
19.569313 -4.878011 16.352055 -2.789204 4.903945 -3.639871 5.181015 19.217412
19.234315 -4.782603 14.782207 -3.293193 2.476333 -4.402146 5.336146 18.683448
20.134915 -4.885458 16.683673 -3.388034 2.627287 -4.455320 5.102802 20.209390
18.369263 -4.483185 18.099789 -3.702152 1.984695 -4.423022 5.017739 20.322126
18.347142 -4.596151 18.984133 -4.597753 1.645393 -4.812044 5.094872 18.955427
19.605254 -3.686468 17.103017 -4.661804 -0.862036 -5.010737 4.958899 20.189183
21.106706 -3.574310 16.254798 -4.852876 0.782270 -4.745294 4.715665 19.731696
19.989808 -2.915524 19.353098 -4.845569 -1.798562 -4.830383 4.170438 19.099564
19.002160 -2.266366 18.379603 -4.643479 -2.249495 -4.257888 4.211248 19.280376
19.426391 -2.136918 18.972459 -5.119151 -2.542923 -4.550600 3.390071 19.044389
21.761311 -1.085364 17.958553 -5.223154 -1.759168 -4.114959 3.314857 20.830277
19.025929 -0.866818 19.882190 -5.171187 -1.888325 -3.586591 2.329718 19.783433
20.290891 -0.079581 19.430016 -4.402290 -2.326709 -2.765257 1.617222 19.663778
19.377632 0.814961 19.640902 -4.592200 -6.373159 -1.978860 1.161655 18.273463
20.258282 1.475625 19.776627 -4.446248 -4.420455 -1.045471 0.391791 21.524971
18.005847 1.625746 18.993647 -3.932103 -5.595516 -0.832953 -0.149632 17.809070
19.569936 2.494321 18.626330 -3.301552 -6.158551 0.055065 -0.757937 18.593662
17.891107 3.154289 20.848236 -3.102108 -6.947896 0.713409 -1.791850 18.315079
19.667858 3.778161 20.469560 -2.111580 -6.472791 1.394636 -2.435011 19.846196
18.142575 4.263935 20.849706 -2.142279 -7.050863 1.931867 -2.762033 18.596064
19.124116 3.897873 21.158013 -1.150075 -9.180620 2.679929 -3.434619 19.597617
20.610101 4.672675 21.094952 -0.484856 -9.304575 3.168554 -3.818793 17.758797
19.466449 5.307350 21.078949 -0.428330 -10.768582 3.524856 -3.970899 17.598523
19.191757 5.198689 21.082076 0.590092 -10.064664 3.933141 -4.443723 19.373656
18.665175 5.059073 19.277851 1.192326 -10.679917 3.947511 -5.262781 17.281755
18.861520 5.101746 20.647196 1.662852 -11.569784 5.005539 -4.585313 16.763536
16.977265 4.699877 19.512043 2.541978 -12.026810 5.005340 -4.941298 15.986061
18.551942 4.553190 20.929361 2.639075 -13.461446 5.117123 -5.373074 16.189634
17.956398 4.441565 18.493524 3.373276 -11.261738 4.950981 -4.852920 15.927448
18.110201 3.640646 18.421131 4.116345 -14.351316 4.912342 -4.899647 15.614898
17.295110 3.227873 19.524832 4.641935 -13.276664 4.937289 -5.048307 17.209743
15.367322 3.026089 19.476916 4.426257 -15.301224 4.508680 -3.999916 15.326088
17.364957 1.936773 19.732933 4.985302 -15.417726 4.408693 -4.312431 15.092039
14.049977 1.483295 19.082893 4.988210 -16.528448 3.785925 -3.834618 13.367561
15.493843 1.090611 20.043081 5.405978 -15.043252 3.021854 -3.325922 14.469897
15.078596 0.412522 18.696926 5.245671 -15.157714 2.715137 -2.203532 13.436631
14.739827 0.008362 19.286430 4.865497 -17.265815 1.965088 -1.615787 12.402743
11.512423 -0.865773 18.906363 4.910476 -17.733999 1.602689 -1.527920 12.818737
14.841644 -1.487574 19.275401 5.173513 -16.549743 0.470934 -0.886278 10.698895
13.332834 -2.197458 18.294215 4.450185 -17.907243 0.428086 -0.107603 12.187035
14.290863 -2.795869 18.060731 4.489778 -18.476483 -0.547748 0.816182 11.217011
12.212870 -3.059604 17.095827 3.435545 -16.115761 -1.336883 1.161361 11.416220
11.122055 -3.178662 17.549736 3.102228 -17.619736 -1.759010 2.218196 10.134995
10.963672 -3.896851 16.048356 3.183158 -18.992673 -2.360889 2.414983 9.017834
10.143349 -4.502153 16.163190 2.979931 -20.472216 -3.040222 2.786776 7.671774
11.338191 -4.732607 15.193129 1.454296 -19.255622 -3.774603 3.490154 7.323304
9.590518 -4.296678 15.630170 1.581703 -20.067745 -4.149444 4.135691 5.960236
8.440202 -4.950343 15.102893 0.843013 -18.985037 -4.249315 3.898541 7.693355
8.363955 -4.985219 13.694235 0.261662 -18.802830 -4.420153 4.749745 9.388020
8.700780 -4.526974 14.854084 -0.321596 -19.884802 -5.366766 4.547136 5.833646
6.773119 -4.763058 14.645251 -0.854240 -19.238731 -5.561658 5.409897 5.918077
6.087522 -4.125151 12.945936 -1.728690 -20.144822 -4.469096 5.271707 5.246140
5.527887 -4.153211 11.700850 -2.426301 -18.978637 -4.898731 5.112241 3.801963
6.779685 -3.795650 12.337623 -3.256630 -19.473257 -5.003209 5.479625 3.393013
5.217326 -3.273414 13.847422 -3.259569 -18.313014 -4.197060 4.525037 0.624854
3.322910 -2.570026 11.512217 -3.862278 -18.219150 -4.113122 4.663740 2.330236
2.244263 -2.231872 10.667414 -3.916919 -19.679357 -3.773102 4.585873 -2.596221
5.405005 -1.386277 9.714739 -4.230263 -20.722926 -2.899687 4.002835 -1.522321
2.105780 -0.619430 8.502613 -5.059263 -18.804943 -2.673730 3.374381 -0.042824
2.873403 -0.058669 10.602282 -4.560069 -19.129159 -1.911619 3.173006 -0.002771
1.894234 0.783020 8.527197 -5.338392 -17.361592 -1.160322 2.500156 -1.913140
1.370808 1.332283 6.822741 -5.130344 -21.494193 -0.327450 1.778624 -1.657662
0.046732 1.766106 8.392965 -5.615272 -20.430627 -0.007318 0.848316 -1.666049
0.078307 2.722250 6.891329 -5.130627 -16.635899 0.922044 0.475694 -3.218123
-1.958294 2.865486 6.566220 -5.387719 -19.623253 1.312860 -0.207463 -4.034115
-1.094114 2.959042 6.095996 -4.766473 -20.516151 2.534118 -1.202061 -5.647422
-1.669277 4.011810 5.436546 -4.352370 -18.592696 2.726615 -1.367012 -6.655452
-2.615702 4.571582 4.710852 -4.003253 -17.635928 3.195266 -2.221543 -4.834617
-4.248268 4.681032 3.224055 -3.695367 -17.410045 3.568108 -3.069943 -6.598798
-2.827156 4.617028 2.379942 -3.188728 -17.858856 4.226947 -2.874881 -7.076467
-4.159744 4.655065 3.066567 -2.795303 -15.965112 4.373579 -3.817266 -8.178029
-4.936998 5.018292 2.003018 -1.969544 -16.843749 5.001295 -4.616320 -8.789962
-6.950812 5.043772 0.953697 -1.727367 -16.353457 4.803073 -4.710863 -8.913035
-6.568017 4.311346 -0.213658 -1.122605 -16.141356 4.443684 -5.141105 -11.731111
-8.687251 4.873532 0.017538 -0.251775 -15.981406 5.670426 -5.335116 -9.815571
-7.661838 3.868026 -1.003726 0.334229 -13.999799 4.765522 -5.116878 -10.514305
-7.047068 3.931741 -2.928605 0.960373 -13.831957 3.995002 -5.462731 -10.157922
-10.122222 3.692803 -0.844319 1.119346 -13.725409 4.387225 -4.947025 -10.702089
-9.290837 3.282642 -2.250674 1.862058 -12.836917 3.993150 -4.840618 -11.672160
-10.898639 2.624871 -1.583468 2.395214 -12.324782 3.464091 -4.688995 -11.265653
-10.287609 2.071045 -2.126667 2.874672 -14.503247 2.703292 -4.425170 -11.295215
-9.625946 1.711589 -5.157529 3.126090 -13.809743 2.127653 -4.154980 -12.246623
-11.660458 1.059497 -5.608397 3.961138 -9.442044 1.318743 -3.381581 -13.379853
-12.403766 0.002255 -5.455407 4.422184 -9.573734 1.279097 -2.440838 -14.747077
-14.090270 -0.303111 -5.632744 4.524835 -10.217106 0.601014 -2.800950 -15.640892
-12.163622 -1.008396 -8.162880 5.273727 -9.214359 -0.463065 -2.034011 -13.436111
-12.790940 -1.583617 -8.119901 4.980989 -9.604404 -1.037991 -1.573868 -14.835281
-15.434758 -2.766040 -6.608582 5.100979 -9.499465 -1.386973 -0.342250 -16.548177
-14.085748 -3.286394 -8.893132 5.404608 -9.139991 -2.221575 0.303580 -16.243183
-16.399882 -3.641183 -7.955094 4.860513 -9.472916 -3.073734 0.740036 -16.956805
-14.114687 -3.962592 -10.485544 4.773798 -7.828663 -3.317965 1.539668 -15.480394
-14.560796 -4.530987 -8.960837 4.718312 -6.535119 -4.150959 1.919479 -17.088913
-17.357236 -4.550774 -10.430561 4.881997 -4.722886 -4.106540 2.597861 -17.470594
-17.291141 -4.990034 -12.318690 4.356021 -7.274241 -4.210804 3.010593 -18.038015
-17.310740 -4.647065 -12.073034 4.087318 -3.561590 -4.876938 3.483860 -18.283975
-17.219059 -4.713544 -13.281749 3.372242 -5.744152 -5.044824 4.373112 -18.278846
-15.688208 -5.041209 -13.361627 2.971573 -2.638160 -5.136445 4.222496 -18.359602
-19.835064 -4.865233 -13.509084 2.257316 -3.701046 -4.937810 4.812551 -19.346817
-18.285319 -4.514617 -13.846606 1.077542 -3.508863 -4.653170 4.900680 -20.354635
-16.505173 -4.264747 -14.747435 1.131294 0.552805 -4.349169 4.799743 -19.887427
-18.535636 -3.992751 -14.011871 0.886330 -0.076324 -3.870408 5.177505 -17.743710
-18.026899 -3.750547 -13.568404 0.323483 -0.758485 -3.278959 5.246047 -18.396157
-20.190329 -3.070769 -17.184241 -0.607450 1.369878 -3.061538 4.986414 -18.454392
-18.915491 -2.365817 -15.611470 -0.857883 0.590705 -2.549159 5.293979 -19.996871
-18.373146 -1.726823 -15.049853 -1.993768 2.150506 -2.038889 4.625806 -20.065551
-19.710543 -1.061413 -17.693874 -2.689489 2.021198 -1.501692 4.334665 -21.582326
-20.191644 -0.453927 -17.441061 -3.009402 3.741540 -0.663468 3.635831 -20.809405
-20.009084 -0.148116 -17.398185 -3.761016 3.991666 0.235509 3.024221 -19.148877
-22.354017 0.529649 -18.043043 -3.769546 4.982761 0.786016 2.757230 -20.922540
-21.106058 1.625596 -19.031025 -4.189332 4.510237 0.842818 1.818023 -20.868676
-18.255713 1.946903 -18.913300 -4.668785 7.642112 1.683538 1.797156 -20.219843
-19.630958 2.398968 -18.380967 -4.875503 5.720598 2.556888 0.757112 -19.950196
-20.686349 3.114864 -17.322496 -5.294328 6.487548 2.971635 0.631738 -20.011967
-20.012366 3.511606 -18.768278 -4.939807 7.475692 2.977749 -0.683535 -22.038771
-18.299162 4.189480 -20.103502 -4.858838 6.844046 4.341543 -1.149188 -19.523600
-18.821310 4.700145 -18.771576 -4.858381 7.996739 4.393557 -1.249697 -22.057075
-19.862262 4.440534 -20.050506 -5.336834 8.917874 4.613700 -2.851475 -18.826806
-18.756810 5.117079 -18.928220 -4.953278 9.885585 4.778364 -3.335624 -20.243899
-18.459602 5.201803 -18.559692 -4.460776 10.764782 4.942352 -3.276621 -18.068955
-18.687104 4.650494 -19.674536 -3.989369 9.789810 4.415882 -4.072398 -18.672635
-17.699491 4.795225 -22.280731 -3.848714 11.323596 4.857585 -4.045046 -17.842261
-19.406027 5.071886 -19.545784 -3.738869 10.828336 4.126577 -4.384066 -19.176772
-17.452355 4.759673 -21.606753 -2.788764 11.124243 4.515497 -4.866392 -16.673374
-18.313123 4.429641 -21.444073 -2.814835 13.715013 3.997064 -5.186153 -19.130534
-19.298173 3.865929 -19.825957 -2.229347 13.628680 3.541778 -5.121887 -19.198747
-15.667851 3.431618 -20.071523 -1.366378 14.536817 3.084831 -5.226467 -17.155884
-17.540601 3.117657 -19.396462 -0.915309 11.936916 2.713611 -5.269417 -17.620116
-18.183421 1.888133 -19.912966 -0.402339 12.558229 2.044929 -5.077347 -19.663296
-17.299392 1.812502 -20.766470 0.417022 14.642465 1.286634 -4.251883 -15.248819
-17.415055 1.298709 -20.398935 1.411848 15.287463 0.801505 -4.235620 -16.245827
-17.408006 0.243809 -21.033268 1.638725 15.973939 -0.012934 -3.567104 -16.816429
-15.291571 -0.211288 -17.619694 2.267250 14.966721 -1.118739 -3.038677 -13.018093
-16.014975 -0.733789 -17.870164 2.751673 17.958753 -1.102309 -2.956341 -15.146832
-16.616082 -1.795098 -20.653755 3.669505 16.690008 -2.034360 -2.194812 -13.174489
-15.168750 -2.344911 -19.735224 3.633526 17.179483 -2.510714 -1.887898 -13.516370
-15.703241 -2.640763 -20.198212 4.376879 15.400910 -2.722703 -1.321684 -14.322678
-15.469716 -3.633367 -20.121366 4.409579 18.072633 -4.028447 -0.488425 -12.438347
-15.739547 -3.312812 -19.200990 5.302877 19.106160 -4.274550 0.275366 -10.780399
-13.666109 -3.948655 -18.514991 5.117080 18.616237 -4.702446 0.512356 -11.730622
-12.894502 -4.570214 -18.143720 4.532645 18.385499 -4.944099 1.485011 -11.249892
-11.916611 -4.783988 -18.614822 5.403542 19.249478 -4.752080 1.999103 -10.072079
-11.468777 -5.049946 -18.873503 4.954592 19.351803 -5.283877 2.538206 -11.488345
-11.564748 -4.775449 -17.545688 5.349717 19.858950 -4.916056 3.189581 -12.014016
-8.996066 -5.109174 -16.903763 4.703360 19.880173 -4.850785 3.985323 -9.577757
-10.682661 -4.720594 -17.393253 4.904130 19.318949 -4.591639 3.596838 -8.362529
-9.404513 -4.498795 -15.132544 4.795753 19.358826 -4.216576 4.657301 -10.441269
-9.922814 -4.257886 -14.995280 4.198392 18.747302 -3.676625 4.758076 -8.327971
-9.462480 -4.704505 -16.503153 3.521922 20.232902 -3.920838 5.022959 -7.045947
-8.603117 -4.045207 -15.937351 3.259112 19.845519 -2.853095 4.885718 -7.690239
-7.630122 -3.295048 -13.770960 2.630059 20.564551 -2.457300 4.940183 -6.469721
-6.656950 -2.583229 -14.213607 2.205497 19.978213 -1.353610 4.767664 -4.871863
-5.795639 -2.281899 -13.083149 1.452389 19.445271 -1.418712 4.829405 -4.847988
-5.590613 -1.634879 -14.485236 0.748864 21.041827 -0.714376 5.107744 -3.641735
-3.212807 -0.506595 -12.873138 0.368157 20.179898 0.060713 4.486297 -2.928983
-4.734314 -0.609071 -14.548642 0.137280 19.745489 0.915517 3.845283 -2.494131
-3.612129 0.640518 -12.461823 -0.220577 20.852879 0.956456 4.229862 -2.643581
-3.345961 1.202808 -12.806330 -1.425898 20.376242 2.185874 2.873352 -1.492221
-4.333975 1.656904 -11.582308 -1.914615 20.147087 2.932604 2.701233 -0.810018
-1.238790 2.598416 -9.413183 -2.362430 20.217585 3.723077 1.914043 -1.365892
-2.424808 2.826492 -11.547470 -2.973763 18.870620 4.252678 1.569322 1.913208
-0.855311 2.998926 -8.518608 -3.284414 17.267418 4.068705 0.563223 -0.211765
-1.451830 4.016303 -8.923961 -4.070549 17.394365 4.639883 -0.245023 1.045306
-0.906340 4.335313 -9.187854 -4.708881 17.925159 4.414428 -0.339292 2.198420
1.909650 4.541343 -8.700064 -4.622608 14.293594 4.538303 -1.464122 2.948229
0.665548 4.855248 -7.096589 -5.361596 16.600698 4.817534 -1.970783 4.903479
2.609905 4.657650 -6.353312 -4.886432 17.739739 5.099179 -2.412517 4.453027
3.848750 4.750801 -4.358125 -5.101515 18.183076 4.454155 -2.991324 4.585311
2.140570 4.782471 -7.994867 -4.847072 16.361147 5.181166 -4.005202 6.280787
3.757003 5.325515 -5.569502 -5.628197 15.713230 3.888849 -3.833612 6.644531
