A B A A B B A B
-20.260239 -2.154704 -21.388215 -4.961380 -0.691377 4.501629 -21.531070 4.375139
-18.993304 0.203733 -22.664062 -4.270999 -1.399994 4.061061 -21.576848 3.364308
-17.909985 -0.558139 -22.174707 -4.264275 -2.029349 3.839827 -21.193463 3.450685
-17.605744 -0.105168 -22.697622 -4.627118 -4.721799 2.513019 -20.990847 1.344098
-19.828224 3.637704 -23.015070 -1.769839 -3.745492 2.235707 -24.088797 1.745300
-18.349902 0.068029 -21.177482 -1.627541 -4.482468 3.220834 -22.404813 -1.542136
-17.003969 2.326285 -23.065612 1.488820 -4.976877 0.858482 -20.557778 -0.375209
-17.916009 0.520521 -22.012301 -2.755806 -3.778254 0.458909 -21.467833 -2.278030
-17.640389 3.686867 -21.641492 2.291646 -4.411020 -0.500938 -22.201117 -2.610654
-14.591025 2.700138 -21.044395 0.732675 -4.468422 -0.947392 -20.354359 -3.302071
-14.835475 4.740928 -23.584561 1.598355 -6.472251 0.161370 -20.541699 -4.910903
-12.749932 4.944042 -22.611740 4.627587 -5.366934 -1.708304 -20.701930 -4.088512
-16.716568 5.397765 -23.513126 2.888718 -4.528796 -2.476566 -20.266662 -4.558356
-13.610329 5.358360 -22.950116 4.318272 -5.918991 -2.728370 -21.529477 -5.770483
-14.031347 4.420075 -25.443108 6.571920 -5.537141 -2.597395 -18.169641 -4.211662
-12.918492 5.079085 -22.022367 4.236096 -5.689082 -4.368055 -20.817314 -5.305548
-12.768784 6.215583 -22.645116 6.129433 -3.657999 -6.003544 -18.881904 -4.597878
-12.646971 6.563217 -21.123843 6.953851 -3.463115 -5.136547 -17.534670 -3.297424
-11.571324 4.927188 -19.824643 7.906002 -3.492779 -4.914947 -17.195409 -6.163274
-9.931083 5.752610 -22.680867 9.276137 -3.082316 -5.342381 -19.298282 -5.733072
-9.178514 2.861720 -20.302972 9.698281 -3.546298 -4.411125 -16.007406 -4.985863
-9.500614 3.669623 -20.887207 10.615923 -1.536319 -7.940744 -17.389105 -4.959240
-9.222679 3.265755 -22.035926 11.335208 0.181300 -3.858477 -18.116511 -3.637562
-6.655572 2.456370 -20.121602 10.364671 -1.313541 -4.328064 -15.688881 -3.607883
-7.514882 2.149878 -20.717423 11.332480 -0.390856 -5.732555 -16.046585 -3.926586
-6.794922 0.514347 -19.220923 13.658395 3.347475 -4.070741 -13.211540 -1.268882
-4.161870 0.247494 -20.148229 13.010491 2.268516 -2.174729 -15.019836 -1.662414
-5.016946 -0.951408 -19.377948 14.390455 3.199088 -3.139594 -14.608424 -0.650252
-5.153475 -0.746573 -18.584861 13.312378 2.913975 -1.537950 -12.014905 -1.186276
-4.357913 -0.677569 -20.276103 14.067921 3.706386 -0.417682 -13.516736 1.430878
-4.286273 -3.443688 -17.617842 14.929241 2.387587 0.630736 -13.237807 1.934007
-2.667335 -3.334455 -17.253530 14.369327 4.733750 1.038085 -13.646546 2.491697
-1.493714 -2.618142 -16.545153 15.321523 4.841103 0.583326 -11.398687 3.113795
-1.921282 -4.423004 -17.351767 14.129238 5.197049 2.300406 -10.151674 3.879257
-1.094642 -5.967535 -16.732345 17.051485 4.521464 2.063684 -9.425574 2.003356
1.364149 -6.606424 -18.585791 19.046373 5.348226 3.385286 -10.784154 2.639772
-0.478257 -4.694941 -15.984099 17.349201 6.246342 3.431173 -8.773569 5.055496
1.077068 -4.106968 -15.890128 18.994152 5.177814 3.156880 -9.220827 3.544638
3.801497 -5.263997 -16.442997 18.633169 6.078539 4.020385 -8.776422 5.015830
3.271650 -4.784916 -15.403437 18.604249 4.154471 5.029153 -5.543881 4.233413
1.893969 -3.611791 -13.155058 20.594484 3.235181 6.785963 -7.142080 6.380329
2.386858 -5.613841 -14.436964 17.336703 2.789214 5.187962 -7.315623 6.047057
4.942415 -6.120292 -11.826734 21.668453 3.389971 5.065317 -6.164165 5.459917
3.977128 -2.427519 -11.402983 20.531579 2.564718 5.750349 -5.680164 3.907605
5.355618 -4.189325 -11.558898 19.777702 2.414209 5.541097 -3.515414 6.844752
5.097533 -3.465542 -10.360926 20.222850 1.828587 4.278882 -4.680562 0.962144
9.677265 -2.398519 -9.729641 21.206402 0.573424 5.052892 -2.265051 4.405866
8.380867 -1.962417 -10.305092 21.458129 0.890895 2.925672 -0.217076 3.320720
10.441357 -3.198984 -9.049504 20.818019 -0.396019 2.753741 -1.830218 0.389418
11.555940 -0.170139 -8.369633 21.873980 -2.189799 3.545314 -1.268870 2.871282
9.290437 -1.888492 -6.990749 22.451325 -2.349848 3.761220 0.296432 -0.140096
11.406966 1.651979 -7.457155 21.053554 -4.326056 1.083650 0.111290 -0.642669
9.996615 0.836854 -5.691226 20.795837 -3.124064 0.379703 0.161063 -1.166276
13.172390 1.081435 -7.096810 21.863414 -6.065340 -0.741669 0.455420 -3.072228
11.815849 2.973177 -5.267420 22.706018 -3.038469 -1.094263 2.092360 -1.231393
13.469825 2.362956 -6.980722 23.158408 -4.114468 -0.987084 3.704870 -3.383720
15.150802 2.980503 -4.659954 21.424357 -5.283491 -0.284415 0.644188 -4.628098
14.722277 2.464736 -2.207799 20.903649 -7.284374 -1.685581 5.810093 -4.002528
14.360598 3.925176 -0.900280 21.945523 -6.132013 -5.028972 5.511193 -3.667792
16.223782 5.159363 -4.055805 19.960359 -5.897690 -3.793269 4.735148 -5.155240
14.495614 3.615480 -1.649222 22.445168 -6.176547 -4.245123 6.418978 -5.920930
14.095837 7.517683 -2.243153 21.069558 -4.719767 -5.059367 7.300980 -4.455188
16.502888 4.278024 1.769518 22.340441 -3.930068 -4.633049 8.588914 -4.588680
16.121422 6.190248 2.058965 20.161960 -4.503547 -4.659553 9.643989 -4.910104
17.180833 5.982119 1.813779 21.625323 -4.992966 -4.530587 11.173860 -4.663265
18.925091 5.751952 1.441966 22.560933 -3.103408 -5.272959 9.524807 -3.165610
17.728325 3.306951 3.829725 19.953085 -3.317810 -4.237051 10.156284 -5.880354
19.166890 4.801305 3.069352 19.649563 -2.362694 -4.665149 11.942105 -3.700382
19.122333 3.771709 3.919156 19.729963 -3.509609 -3.689793 10.657068 -5.060534
21.116272 3.365336 5.328246 20.394033 -2.231081 -4.095145 14.075305 -5.008898
21.511524 2.097470 5.603546 19.304157 -1.715097 -2.836038 13.674971 -4.084548
19.858448 1.399336 5.001064 18.065861 1.570830 -3.764619 14.360526 -2.536237
20.035331 2.349450 7.124822 18.826989 1.875128 -1.011499 14.876376 -3.818152
21.410534 1.911348 8.693819 19.501707 1.069342 -3.779912 16.482726 -1.857629
22.163477 0.168380 8.421760 18.006003 2.206785 -1.326260 16.631452 0.316846
20.638601 -0.995132 9.294441 15.336141 3.631973 -0.728226 15.311507 0.273540
21.465050 0.284111 8.435070 17.515065 2.955313 1.794176 16.446658 0.315811
20.211163 -1.287800 10.133591 16.141687 4.655749 2.424170 17.980967 0.004873
20.740246 -2.188873 12.626792 15.614839 3.627675 2.397783 16.694443 1.900528
22.283515 -2.884167 10.179967 14.594664 4.216308 2.572491 18.423715 3.613710
20.904114 -5.027077 12.524197 14.482677 4.620323 2.329721 18.786596 3.388867
21.478291 -6.574147 12.618803 16.339202 5.798858 3.232579 17.629701 4.289251
23.072269 -5.709808 15.107419 13.844967 5.576586 4.758303 17.887416 3.488473
22.472078 -6.247871 12.360225 13.174991 5.792258 5.544021 18.622259 5.568005
19.438170 -4.202420 13.818462 13.117959 5.660857 5.396476 20.217117 3.952536
23.463687 -6.097419 16.162788 12.820685 6.987479 5.076488 18.450014 6.269317
22.905875 -5.890665 13.740260 11.562602 5.135888 6.772706 19.752080 5.019130
21.442779 -5.027878 15.667301 11.100495 5.420394 4.611892 22.441838 5.049709
22.743945 -6.226093 16.167893 10.250080 5.766843 5.377501 20.832106 5.466227
21.949838 -6.055305 15.453879 9.255221 3.659496 4.743862 21.577963 5.107400
21.890744 -2.313470 17.748818 9.835204 4.076323 5.213496 19.531659 4.147163
20.548025 -3.939825 15.685082 11.066388 2.805515 4.710869 18.624147 3.765729
21.164935 -2.882477 17.601984 7.171133 2.634887 5.629153 22.210105 3.961514
21.670083 -2.513945 17.313495 6.542954 1.615243 2.442127 22.334981 4.186178
19.965841 -3.392146 18.445939 7.382912 -0.240063 2.561818 21.066128 0.897081
20.477311 -2.628572 17.012578 4.921244 -0.840172 1.831552 21.833254 0.419813
22.640751 -2.420285 19.509352 5.411336 0.827564 2.645511 23.335589 0.832019
19.335002 1.056254 19.143484 3.546621 0.213393 -1.821830 22.399754 0.508933
19.487519 -0.382842 19.996247 4.428525 -1.282803 -0.932890 22.044861 -0.654317
20.550826 1.536694 20.875046 3.994499 -3.398028 -1.226951 22.635860 -1.185100
17.862911 1.602600 21.045134 2.701010 -2.854953 -3.013519 22.219674 -2.318348
20.372617 2.268210 20.732465 1.857828 -2.300194 -2.908411 22.546945 -3.122545
18.493421 2.830619 21.705257 0.220722 -6.087140 -2.592302 22.872942 -0.729649
18.819004 3.093351 19.959435 -0.470460 -4.884448 -4.149439 24.303772 -3.356467
19.597421 3.949902 21.136365 -0.615673 -4.187656 -3.209161 22.106941 -4.975012
17.258251 6.797334 21.525006 -3.657827 -4.838465 -4.156133 21.216173 -4.858850
17.860763 3.832685 20.769056 -1.550707 -6.033130 -7.463766 23.407626 -5.661332
18.086279 4.462703 23.168739 -2.478724 -6.381528 -5.212922 21.293218 -4.487327
17.892468 6.407319 23.776958 -4.576893 -4.222491 -4.835362 22.554167 -4.873951
14.722729 7.307748 21.037528 -7.067312 -6.131448 -4.315566 22.888686 -5.015580
14.649428 4.685213 23.046233 -4.660214 -5.867785 -4.051801 20.657391 -5.845356
15.481606 4.672666 22.983536 -5.438616 -5.502916 -5.126525 21.412196 -6.255028
13.335159 6.882429 22.370876 -4.989641 -3.788133 -4.995348 19.807802 -6.570580
13.469352 5.533430 21.999511 -5.200488 -3.069526 -4.684365 20.867476 -5.557210
11.261500 3.621594 23.372108 -8.142367 -4.612835 -3.677729 20.505765 -5.028339
12.468949 4.195223 22.464821 -9.212443 -2.704587 -1.791779 20.733406 -2.843247
13.097946 4.842995 21.779738 -7.751590 -1.267940 -2.845602 19.846921 -2.946145
12.345998 1.730039 23.542573 -10.582149 -4.318485 -0.564896 20.489919 -3.115134
11.139528 2.229962 22.279027 -10.834733 -1.874661 0.157954 21.050007 -1.502613
12.221686 2.658194 22.885282 -11.077294 -0.617800 -0.873459 20.123065 -0.387853
8.813299 2.844749 21.147298 -11.810474 0.630551 0.356425 19.041143 -0.784662
9.514997 -1.274228 23.158513 -12.638561 0.479521 1.318057 19.594188 0.629726
8.372684 0.228546 21.302982 -12.280764 2.368565 0.552636 19.185926 -0.324864
10.093154 -1.676823 21.045566 -12.311886 1.440071 2.259505 16.875311 1.752393
8.935212 -1.610567 20.652725 -14.116485 2.314859 3.368515 18.192994 4.398327
5.583177 -2.821445 20.288032 -14.932270 3.497283 4.071960 16.461653 0.121411
6.516227 -2.851337 20.527568 -12.707675 3.223311 2.930849 16.462217 2.216151
6.053746 -4.205780 21.875406 -15.922734 4.932174 5.486478 16.697030 5.737649
5.004268 -1.680773 21.197688 -14.926762 3.058820 5.147888 13.906026 4.449162
6.383468 -5.662068 19.412028 -17.626372 3.775299 5.142607 14.755544 5.134846
3.704733 -5.564356 20.516851 -18.082271 6.632554 7.312981 13.440587 3.892782
4.472333 -4.183987 17.152881 -16.415985 4.951365 5.660053 14.364311 5.338709
2.135275 -5.548829 19.365820 -17.420677 5.267556 4.235392 14.145086 7.040815
1.858083 -7.396156 17.256009 -20.151178 4.971381 4.901215 13.008140 4.126171
1.856332 -5.417690 18.090995 -18.564220 3.880572 2.815991 10.225016 6.032754
1.467955 -4.376436 18.625305 -18.932950 7.445236 4.878982 10.871772 4.922616
-2.122017 -4.755737 17.156103 -20.202769 4.338020 2.485068 9.708252 2.941115
-0.260850 -4.881504 15.809695 -17.766299 3.680508 4.997076 10.436813 5.934936
-1.166398 -4.874137 16.960453 -19.238579 2.924774 2.952406 9.282924 4.559608
-1.843897 -4.801121 16.972363 -19.368345 4.652240 0.506401 9.682572 2.798956
-2.445691 -1.107224 15.665270 -19.631603 2.993831 0.806676 7.140928 3.559116
-3.878125 -2.332055 14.776150 -19.480625 2.353207 -0.364381 8.677104 2.407218
-4.572722 -2.307146 15.399581 -19.224663 2.549939 -0.409329 8.046636 1.268220
-6.004190 -2.250750 16.036757 -19.760446 1.221249 -1.559015 5.992076 0.722334
-6.131381 -1.271175 13.845134 -18.464933 -0.128749 -3.002011 5.122906 1.229903
-7.087073 0.207851 13.611804 -23.466784 -0.868859 -1.572509 2.960384 -1.414870
-7.705805 -0.451662 12.082169 -23.295071 -1.417781 -4.835186 3.598247 -1.712560
-7.958400 1.999201 9.893772 -20.807262 -0.692374 -4.404663 2.819056 -0.444907
-9.086264 2.710501 11.186160 -22.016850 -2.228675 -2.766388 2.239911 -2.450981
-10.212799 4.016704 12.581831 -22.399456 -3.729151 -4.439455 -0.457484 -1.677814
-7.998129 2.881325 9.562878 -20.947440 -3.855718 -4.708592 1.078139 -3.633080
-10.900275 3.626576 10.438475 -21.795115 -4.365225 -3.767661 1.358890 -3.914649
-11.295155 3.091060 9.565019 -20.953230 -3.800954 -4.312553 0.634319 -4.316227
-10.716768 4.770961 9.071916 -21.021267 -4.551477 -5.011037 -0.955470 -4.986587
-10.731835 5.179130 7.895964 -22.328616 -6.729232 -5.954188 -0.858786 -5.368978
-13.633636 6.786722 8.068957 -20.148782 -6.306318 -4.333815 -1.522831 -5.041098
-11.436964 4.427371 7.547725 -21.719871 -3.930748 -4.795031 -2.013811 -3.869720
-12.937154 5.419466 4.868816 -19.583974 -4.547699 -5.536114 -3.391668 -4.182734
-14.612603 6.108640 3.318988 -21.130692 -4.946112 -5.303655 -4.607090 -5.635504
-15.888670 4.873868 5.898180 -21.389147 -4.701596 -3.951715 -5.788261 -5.576604
-14.676444 4.339885 3.843638 -19.608730 -4.905988 -1.603961 -5.169517 -3.822594
-15.455738 4.271813 3.557068 -22.278049 -4.536349 -2.687150 -4.153347 -4.186794
-16.351491 5.400991 3.239807 -20.984015 -4.491066 -2.026057 -7.473504 -2.679249
-18.323524 3.777418 3.330126 -19.111034 -2.375472 -1.508917 -6.144790 -2.754722
-17.639971 2.985345 2.817804 -20.932922 -4.064223 -2.092561 -8.464421 -0.875313
-17.337866 1.869652 -0.182604 -19.817149 -2.989397 1.583474 -11.476234 -1.001109
-19.696821 1.113498 1.848277 -18.100924 -0.735581 2.335985 -8.655966 -1.301237
-17.445904 1.403798 -2.189256 -18.544788 -1.459901 3.870397 -9.565519 -1.908145
-19.232202 0.731576 -3.029903 -17.760056 -0.015104 2.660561 -9.799187 1.971830
-20.716590 1.046350 -2.230690 -16.978447 0.418989 2.889865 -12.088528 0.354881
-19.898021 -0.850263 -1.587367 -17.963435 0.668207 4.979693 -12.985123 2.245292
-20.983017 -1.750486 -3.233938 -17.582859 1.313641 3.410377 -12.088694 1.303759
-19.912366 -1.249983 -4.273237 -16.883111 -0.050210 4.706305 -11.914460 0.754800
-21.692527 -1.707036 -6.369161 -15.355934 3.663310 4.611304 -13.977352 1.777826
-21.610084 -4.254222 -5.495951 -14.770216 2.701205 4.908476 -13.388314 4.249485
-21.793979 -5.063394 -5.013781 -15.435331 3.710054 5.867193 -13.145523 3.206467
-22.149375 -2.781274 -6.256857 -16.335434 3.835071 6.628711 -15.270606 6.566199
-21.553794 -4.562965 -7.684638 -13.154615 4.929211 3.840677 -14.751888 5.211229
-21.767837 -7.196540 -7.644361 -14.884444 6.326475 2.922451 -14.286143 4.173605
-21.546910 -4.638459 -10.393902 -13.337022 6.073240 3.089467 -15.464741 5.285242
-20.467749 -2.976281 -10.343747 -12.752331 5.857904 3.436865 -16.869012 5.493709
-21.993864 -2.627567 -8.069213 -11.807046 7.100321 2.610359 -17.415038 5.582325
-20.910258 -5.002410 -10.688122 -12.601683 5.221737 2.850358 -17.788754 2.896225
-21.756521 -7.004665 -10.847114 -11.191105 5.802150 3.497234 -18.684483 4.847140
-23.131234 -4.283068 -10.252869 -10.913331 4.658613 1.778512 -18.178049 4.210997
-22.476495 -3.783884 -12.024092 -10.363442 3.016584 0.997782 -18.403378 3.113874
-21.655596 -3.888096 -11.797391 -7.527368 5.396325 0.733124 -18.713443 4.145144
-21.390675 -3.963769 -12.897889 -7.692067 2.682700 -0.693244 -21.133058 1.627542
-21.920358 -1.679722 -13.498104 -7.235579 3.331287 -2.772818 -20.539989 1.763736
-21.742820 -1.814238 -14.268344 -6.690268 2.968775 -2.257188 -21.838515 1.216285
-22.900354 -1.525569 -15.378842 -6.200877 1.402111 -2.612679 -21.920758 0.182482
-21.584739 -1.434645 -15.763237 -4.531604 0.336052 -3.334606 -19.415096 0.449574
-21.654969 -0.978965 -15.101455 -4.456333 2.339227 -3.788428 -19.796443 0.238324
-22.290708 0.819882 -16.642329 -4.123378 1.601530 -3.570629 -20.532209 -2.787410
-21.050232 -1.122163 -17.208377 -3.934370 -0.782868 -4.288447 -20.438838 -2.544096
-21.552599 -1.022748 -17.939629 -1.676550 -2.826785 -3.376299 -22.172260 -3.580761
-20.302328 2.970581 -16.029661 -1.708243 -3.334949 -4.608287 -20.339029 -3.465717
-20.448038 3.336941 -17.607058 -1.185954 -3.298051 -4.733592 -21.022188 -4.616504
-21.794170 3.621127 -18.940084 -2.261599 -2.189861 -7.191417 -21.348960 -3.501199
-19.706282 4.160102 -17.177584 -0.157477 -2.862433 -4.503842 -21.106963 -5.996961
-20.054875 4.858998 -19.568284 1.743916 -4.483364 -4.644089 -22.353841 -5.339517
-17.884403 5.187224 -19.764624 0.158764 -5.016230 -3.666397 -22.911857 -5.881271
-20.416150 4.236459 -19.652916 1.650216 -4.563990 -3.403517 -22.290540 -6.239946
-19.730303 3.900775 -19.895949 2.354088 -4.628483 -3.064511 -21.917699 -5.302603
-17.040454 4.091482 -20.946737 3.279370 -4.970000 -4.588099 -22.218429 -5.350725
-17.954059 4.784330 -19.944574 3.547888 -5.266469 -3.746496 -21.093360 -6.276219
-17.605856 4.692434 -18.182429 3.695715 -6.146068 -0.579870 -20.967609 -2.702948
-17.762970 6.102539 -22.944514 5.478578 -5.678903 -1.929185 -23.057979 -4.665661
-16.062246 5.220408 -21.199921 6.659844 -4.553717 -0.616163 -20.886032 -2.312880
-16.483231 3.089632 -21.048280 7.029264 -5.269575 0.683460 -22.064992 -3.952958
-17.134878 3.787222 -23.216390 6.614043 -3.358971 3.234462 -21.814173 -3.257688
-15.951128 2.656420 -22.024534 7.339087 -5.338397 2.038740 -21.250173 -1.684361
-13.500757 4.412458 -23.421246 8.906389 -3.606304 2.673442 -21.003879 -2.742926
-14.178144 2.054567 -23.001600 8.800221 -1.738340 3.343163 -18.623891 -1.742056
-13.816793 0.736523 -23.378518 11.212293 -4.163670 4.225652 -22.710773 -0.058299
-14.201985 1.307216 -22.631574 10.139407 -0.698113 4.746414 -20.520890 0.748129
-12.847586 -0.649385 -22.474170 11.757407 -1.451776 5.668661 -19.036679 2.157313
-10.960288 0.085775 -21.957833 11.526322 -0.974351 5.779165 -20.432501 3.763976
-10.849602 -1.732990 -21.726813 10.625072 1.602496 4.076947 -21.251552 4.520567
-9.980894 -1.988495 -21.516515 13.242499 1.577994 6.042424 -19.449496 3.082859
-10.360719 -3.226880 -21.182838 15.752562 1.697533 3.830115 -19.399419 3.474689
-9.501131 -1.337235 -23.931506 14.477395 3.758271 3.392999 -19.878064 3.569631
-10.070366 -3.404943 -22.241115 12.984920 2.979409 5.868957 -19.958933 4.791152
-8.830446 -3.424763 -21.703695 14.257167 2.774591 5.312009 -20.153559 5.953110
-5.770367 -3.668473 -21.878091 12.994070 5.330231 4.122658 -18.044154 5.202015
-6.729240 -5.918718 -21.255839 16.862080 5.697866 3.197866 -18.110206 4.159545
-6.418637 -5.030441 -20.910513 17.218075 5.378480 3.257659 -17.064849 7.110931
-7.038545 -5.293002 -21.048844 18.364940 3.252703 2.090792 -18.901693 4.932937
-5.635358 -5.033093 -22.567840 18.166050 6.893872 3.442385 -14.409914 5.624410
-4.505430 -5.459646 -20.128363 15.638627 6.086524 1.478694 -16.957249 4.987210
-3.457380 -4.185840 -21.786364 20.026205 5.217442 -1.046924 -16.432398 4.408405
-3.035730 -3.502411 -19.830773 18.696936 5.541456 -0.261246 -14.655330 4.289820
-2.428715 -4.395725 -21.314477 20.151947 5.331092 -0.664358 -14.076522 3.941675
-0.630560 -4.484427 -21.738586 20.168257 5.781742 -0.304935 -14.867270 1.571770
-1.407481 -4.106714 -19.598739 18.774701 4.828669 -2.838144 -12.292071 -0.473511
-0.484051 -4.260372 -18.290802 21.142045 5.157032 -4.236809 -12.751565 2.996214
0.653801 -3.450033 -20.512404 20.704274 4.879940 -3.234264 -12.901462 -1.119996
1.667856 -2.393960 -19.476219 20.981072 3.175219 -4.114753 -11.476911 -0.801266
2.416319 -1.241152 -17.911195 20.530249 2.551261 -4.162819 -11.843011 0.275356
2.838402 -3.671480 -18.052835 22.115680 2.980592 -4.364498 -10.469939 -1.814004
3.202214 0.879907 -17.363526 20.274589 1.418669 -5.191416 -10.583831 -0.818101
5.642268 0.437271 -16.004689 21.221615 0.797647 -5.694285 -8.690328 -1.130766
5.450410 1.304084 -15.569071 21.530245 -0.211136 -5.916456 -7.913060 -3.235119
2.599392 1.980201 -17.853290 21.982817 -0.517558 -4.292267 -6.726514 -3.467093
6.657213 0.647746 -15.725244 21.171324 -0.088793 -3.629699 -7.560582 -2.112073
5.826529 2.752944 -17.468078 21.995400 -4.260958 -2.426254 -5.586465 -4.025453
5.163279 5.237207 -14.772307 21.506159 -1.265163 -3.853018 -4.301981 -5.531949
8.570883 3.564839 -15.204340 21.489847 -2.653005 -4.431433 -5.293368 -7.008305
8.415224 4.719266 -13.673660 20.385230 -2.346753 -3.159128 -4.443092 -5.970876
8.270436 4.959350 -12.511000 22.920201 -3.038075 -2.358077 -3.045138 -5.701940
10.770353 3.984261 -11.989759 20.656332 -4.110509 -0.024240 -2.670252 -5.617655
11.683895 5.308126 -13.766181 21.403786 -5.316691 -1.762587 -3.001273 -6.032999
10.381799 4.356430 -13.027159 22.773110 -4.799676 -1.174631 -1.088176 -3.016729
11.580607 5.202334 -13.229862 21.047681 -5.766859 1.006296 -2.372548 -5.334865
